"tipo_vivienda","region","area_construccion_m2","nro_habitantes","uso_aire_acondicionado","uso_calefaccion","zona_entorno","nro_electrodomesticos","consumo_kwh_mensual","gasto_usd_mensual"
"casa","sierra",124.4,4,"sí","sí","residencial",12,348.4,37.52
"casa","sierra",94.8,2,"no","no","comercial",8,134,22.97
"condominio","sierra",116.5,3,"no","no","residencial",9,213.1,30.55
"departamento","sierra",65.1,4,"no","no","residencial",10,161,19.36
"departamento","sierra",76.7,1,"sí","no","residencial",6,213.1,30.32
"casa","oriente",147.3,3,"no","no","residencial",7,166,18.8
"casa","sierra",87.1,5,"no","no","residencial",9,198.5,24.96
"departamento","sierra",94.9,3,"sí","no","comercial",10,257.8,32.94
"departamento","sierra",85.9,4,"no","no","residencial",3,131.6,17.88
"departamento","costa",85.4,3,"sí","no","residencial",10,242.9,34.14
"casa","costa",125.2,4,"sí","no","residencial",7,267.2,30.52
"casa","costa",114,3,"no","no","residencial",6,184.4,21.98
"casa","sierra",123,4,"sí","no","residencial",9,334.8,42.55
"casa","costa",113.2,5,"sí","no","residencial",10,336.7,41.11
"casa","sierra",125,6,"no","no","residencial",12,208.5,23.07
"departamento","costa",67.7,4,"sí","no","residencial",9,318.8,39.9
"casa","costa",126.3,3,"no","no","residencial",10,182.7,21.33
"departamento","oriente",109.5,3,"no","no","residencial",8,158.9,20.56
"departamento","oriente",61.1,4,"no","no","residencial",9,148.3,22.76
"condominio","costa",90.5,7,"sí","no","residencial",10,331.9,37.76
"departamento","sierra",68.7,6,"sí","sí","residencial",7,376.6,47.56
"casa","sierra",143.4,5,"no","sí","residencial",7,301.5,34.57
"casa","sierra",113.3,4,"no","no","residencial",8,200.7,24.56
"departamento","sierra",99.7,5,"no","sí","residencial",6,300,32.47
"casa","sierra",118.9,6,"no","no","residencial",10,200.5,29.17
"departamento","costa",67.2,7,"sí","no","industrial",11,295.5,47.83
"casa","costa",136.7,2,"no","no","comercial",8,123.1,20.4
"casa","costa",107.1,2,"sí","no","residencial",8,239.6,27.1
"condominio","costa",90.5,2,"no","no","industrial",8,132,23.7
"casa","sierra",110.5,6,"sí","no","industrial",7,303.9,50.05
"casa","sierra",139.1,7,"sí","sí","residencial",10,480.8,53.84
"casa","sierra",162.2,3,"no","sí","residencial",9,180.2,22.71
"casa","costa",93.1,4,"no","no","comercial",7,177.5,25.3
"departamento","costa",62.7,4,"no","no","residencial",9,192,25.11
"casa","costa",99.3,4,"sí","no","residencial",9,284.8,35.64
"casa","sierra",94.4,4,"no","sí","residencial",5,229.7,28.26
"departamento","costa",83.7,5,"no","no","comercial",9,181.7,27.55
"condominio","sierra",103,4,"no","no","residencial",9,217.5,28.93
"casa","sierra",112.5,7,"sí","no","residencial",12,351.2,39.12
"departamento","costa",69.8,4,"sí","no","residencial",6,289.7,34.27
"casa","costa",132.6,5,"sí","no","comercial",8,259.1,34.05
"casa","costa",79.2,6,"no","no","residencial",6,203.2,26.72
"casa","costa",146.2,4,"sí","no","residencial",9,234.2,32.89
"casa","sierra",122.2,4,"no","sí","residencial",9,268.3,33.74
"casa","sierra",137.1,3,"no","sí","industrial",6,220.7,36.04
"casa","oriente",118.4,4,"no","no","residencial",6,203.7,24.58
"casa","costa",120.5,1,"sí","no","residencial",6,233.4,33.02
"departamento","oriente",74.3,4,"no","no","residencial",9,217.9,31.04
"departamento","sierra",68.8,5,"no","no","residencial",3,215.6,24.15
"casa","sierra",140.2,4,"no","sí","residencial",10,291.5,36.31
"condominio","costa",101.7,2,"sí","no","residencial",8,261.1,28.72
"departamento","costa",55.6,4,"no","no","comercial",8,174.7,27.09
"casa","costa",128.2,3,"no","no","industrial",8,119.3,24.52
"casa","costa",102.1,5,"sí","no","residencial",14,326.3,40.08
"casa","costa",76.8,2,"no","no","industrial",6,149,26.87
"casa","costa",117.6,2,"sí","no","residencial",3,224.3,25.26
"departamento","costa",78,4,"sí","no","industrial",5,205.1,35.97
"casa","costa",129.1,4,"sí","no","residencial",8,268.3,33.65
"casa","costa",147.4,5,"sí","no","residencial",9,299.7,35.42
"condominio","sierra",118.2,7,"sí","no","residencial",8,318.3,40.25
"casa","costa",104.6,1,"no","no","comercial",8,137.8,24.54
"departamento","sierra",91.3,4,"sí","sí","residencial",7,415,44.65
"departamento","costa",81.5,4,"no","no","industrial",8,113.5,23.27
"casa","costa",130,3,"sí","no","residencial",9,237.2,27.11
"condominio","costa",92.2,5,"no","no","residencial",9,227.1,29.53
"casa","costa",106.5,3,"sí","no","residencial",6,263.9,30.03
"condominio","oriente",120.5,5,"no","no","residencial",7,176.4,22.72
"departamento","costa",82.2,4,"no","no","residencial",11,158.4,25.04
"casa","sierra",133.5,4,"no","sí","comercial",7,257.6,34.95
"casa","sierra",107.2,2,"no","no","residencial",11,159.8,21.16
"casa","costa",64.6,1,"sí","no","comercial",7,181.3,25.29
"casa","costa",110.6,3,"sí","no","residencial",8,238.8,33.63
"casa","costa",122.9,2,"no","no","residencial",9,167,21.82
"departamento","costa",120.2,3,"no","no","industrial",8,133.7,23.15
"casa","sierra",119.4,2,"no","no","comercial",6,154.6,25.72
"casa","sierra",74.4,5,"no","sí","comercial",11,309.9,40.25
"departamento","sierra",70.4,4,"sí","no","residencial",5,260.7,31.45
"casa","oriente",100.2,2,"no","no","residencial",10,161.4,19.11
"departamento","costa",90.1,5,"sí","no","comercial",11,316.7,42.52
"condominio","costa",94.9,3,"no","no","residencial",10,190.7,23.26
"departamento","sierra",92.8,7,"sí","no","residencial",12,300.6,33.39
"casa","costa",138,3,"no","no","residencial",14,163.2,20.66
"casa","costa",101.5,5,"no","no","residencial",7,163.1,19.26
"departamento","costa",101.1,4,"no","no","comercial",11,223.5,35.12
"casa","costa",105.6,4,"sí","no","residencial",8,362,40.15
"departamento","sierra",76.3,1,"no","no","residencial",5,142.6,19.5
"departamento","costa",72.8,3,"sí","no","residencial",6,278.6,31.67
"casa","sierra",77.9,4,"sí","no","residencial",5,202.4,26.3
"departamento","sierra",72.9,4,"no","sí","comercial",10,235.5,33.2
"departamento","costa",50,4,"sí","no","residencial",11,279,34.46
"casa","sierra",90.1,4,"no","sí","industrial",10,270.7,50.17
"departamento","costa",84,7,"sí","no","comercial",13,335.3,45.18
"condominio","sierra",106.7,7,"sí","no","residencial",9,356.2,39.27
"departamento","costa",93.7,2,"sí","no","residencial",9,259.8,31.18
"departamento","costa",66.7,2,"no","no","residencial",7,85.4,12.96
"departamento","costa",89.9,4,"no","no","residencial",7,167.7,26.64
"casa","sierra",142.9,2,"no","no","residencial",6,107.9,17.97
"casa","costa",110.8,5,"no","no","residencial",6,181.1,23.1
"casa","sierra",131.3,4,"no","sí","residencial",9,304.4,39.17
"departamento","oriente",50,3,"no","no","comercial",5,124.7,24.75
"departamento","sierra",72.3,3,"no","no","residencial",8,197.1,29.57
"departamento","costa",79.8,3,"no","no","comercial",7,132,22.3
"casa","sierra",130.2,3,"no","no","comercial",10,155.7,22.15
"casa","sierra",101.4,6,"sí","no","residencial",10,326.8,35.72
"casa","costa",114.9,4,"sí","no","comercial",6,267.7,38.98
"casa","costa",122.4,4,"sí","no","comercial",8,354.6,44.64
"departamento","costa",98.1,5,"sí","no","residencial",5,229.2,26.37
"casa","costa",135.9,4,"no","no","comercial",5,168.4,25.74
"casa","sierra",116.7,4,"no","no","comercial",10,234.5,37.82
"casa","sierra",125.8,2,"no","no","residencial",10,157.2,22.81
"departamento","costa",85.8,3,"sí","no","residencial",7,259.8,34.87
"casa","costa",104.3,4,"no","no","residencial",7,201.2,28.77
"casa","sierra",167.6,4,"no","no","residencial",7,163.9,19.8
"casa","oriente",124.2,3,"sí","no","residencial",8,277,35.07
"casa","costa",129.6,6,"no","no","industrial",12,282.3,52.26
"casa","sierra",93.4,4,"no","sí","comercial",6,259.4,35.82
"departamento","sierra",75.3,3,"no","sí","residencial",12,268.2,32.94
"casa","sierra",116.4,4,"no","no","residencial",10,154.5,18.13
"casa","costa",136.1,4,"no","no","residencial",7,166.2,19.39
"casa","costa",129.8,1,"sí","no","industrial",3,186.4,35.54
"departamento","costa",75.9,3,"sí","no","industrial",8,242.7,45.44
"departamento","oriente",89.6,5,"no","no","residencial",11,222.4,30.89
"casa","sierra",127.6,6,"sí","no","residencial",10,348.6,38.27
"condominio","sierra",120.9,3,"no","no","residencial",9,134,15.55
"casa","costa",142.7,5,"no","no","industrial",7,165.8,27.52
"casa","costa",130.1,4,"sí","no","comercial",6,212.5,29.54
"casa","costa",97,3,"sí","no","residencial",10,271,34.92
"departamento","costa",73.8,5,"sí","no","residencial",9,335.2,37.64
"casa","costa",112.7,3,"sí","no","residencial",5,250.3,27.18
"departamento","costa",110.6,4,"sí","no","residencial",10,298.9,36.67
"departamento","costa",75.8,2,"no","no","comercial",4,107.7,20.61
"casa","costa",107,3,"sí","no","residencial",9,227.3,28.81
"departamento","sierra",119.5,6,"no","no","residencial",5,199.1,22.68
"casa","sierra",151.4,4,"sí","no","residencial",8,238.3,30.92
"casa","sierra",117.7,3,"no","sí","residencial",5,197.7,24.36
"condominio","costa",110.2,3,"no","no","residencial",8,174.7,27.07
"casa","costa",97.2,4,"sí","no","comercial",7,284.6,40.66
"casa","costa",131.7,5,"sí","no","comercial",6,287.1,41.42
"condominio","costa",88.7,6,"sí","no","residencial",10,345.1,44.47
"casa","sierra",117.1,3,"sí","no","residencial",11,273.8,37.15
"departamento","oriente",63.3,3,"no","no","residencial",4,152.4,23.02
"casa","oriente",77.4,7,"no","no","residencial",8,199,24.37
"condominio","costa",72,5,"sí","no","residencial",7,253.9,32.07
"condominio","costa",116.8,2,"no","no","residencial",9,159.4,24.06
"departamento","costa",53,5,"sí","no","comercial",8,263.4,41
"casa","costa",108,3,"no","no","residencial",4,166.4,25.78
"departamento","sierra",60.9,4,"no","no","comercial",7,119.7,16.6
"casa","sierra",117.1,4,"sí","sí","residencial",5,372.9,46.95
"casa","costa",131.9,6,"no","no","residencial",8,193.3,27.33
"condominio","costa",93.2,2,"no","no","residencial",5,172.5,25.04
"condominio","costa",80.8,3,"sí","no","residencial",6,236.9,28.65
"casa","sierra",131.9,3,"no","no","residencial",7,158.9,23.12
"departamento","oriente",82.3,3,"no","no","residencial",6,122.3,21.52
"casa","oriente",148.7,5,"no","no","residencial",6,176.1,20.22
"casa","oriente",118.2,3,"no","no","residencial",7,217.5,28.22
"departamento","costa",100.2,4,"no","no","residencial",7,234.4,30.45
"casa","costa",112.4,4,"sí","no","residencial",9,249.7,32.11
"casa","costa",138.7,1,"sí","no","residencial",6,225.9,32.41
"condominio","oriente",102.1,7,"no","no","residencial",10,254.9,30.36
"departamento","sierra",69.3,2,"sí","sí","residencial",6,370.2,41.73
"departamento","costa",81.4,3,"sí","no","industrial",7,263.3,41.82
"casa","costa",124.8,4,"no","no","comercial",10,236.1,30.84
"casa","sierra",153.8,5,"no","no","residencial",10,222.6,29.78
"departamento","sierra",100.5,2,"no","sí","residencial",10,223,30.89
"casa","costa",111.6,6,"no","no","residencial",7,212.6,29.26
"casa","costa",119.3,2,"sí","no","residencial",6,207.4,25.61
"departamento","costa",95.3,2,"sí","no","industrial",7,250.8,40.29
"casa","sierra",90,2,"sí","no","residencial",7,253.2,27.51
"casa","sierra",124.3,4,"no","sí","residencial",7,256.9,29.9
"casa","costa",124.9,4,"sí","no","comercial",9,331.1,43.48
"casa","costa",143.5,5,"no","no","residencial",11,186.1,21.67
"casa","sierra",132.7,6,"no","sí","residencial",12,370.9,39.14
"casa","costa",135.5,3,"sí","no","comercial",5,272.3,40.56
"condominio","costa",108.1,4,"sí","no","residencial",11,298.2,34.29
"condominio","costa",117.7,4,"sí","no","residencial",10,260.4,33.14
"condominio","costa",150.3,3,"no","no","residencial",10,118.6,17.2
"casa","sierra",122.6,4,"sí","no","residencial",9,248.2,31.32
"casa","costa",138.9,5,"no","no","residencial",4,179.5,23.16
"casa","costa",143.1,3,"no","no","comercial",5,131.9,22.2
"casa","sierra",94.9,3,"no","sí","residencial",9,214.5,30.32
"departamento","sierra",78.5,4,"no","sí","residencial",7,298.3,38.93
"casa","sierra",112.4,3,"no","no","comercial",10,146.1,25.56
"casa","sierra",103.8,3,"no","sí","residencial",7,213,25.57
"casa","sierra",104.2,4,"no","no","residencial",6,149,24.47
"casa","sierra",107.4,7,"sí","no","residencial",9,356.8,38.83
"casa","sierra",107.2,4,"sí","sí","residencial",6,339,43.54
"casa","sierra",138.4,1,"no","sí","residencial",7,246.7,33.8
"departamento","sierra",93.6,5,"no","sí","industrial",6,274.5,46.25
"casa","costa",118.5,4,"sí","no","residencial",9,318.8,40.67
"casa","costa",120.3,6,"sí","no","residencial",9,302.6,38.15
"condominio","costa",137.3,3,"no","no","residencial",9,137.1,17.93
"casa","costa",93.3,4,"sí","no","residencial",12,238.2,31.78
"casa","costa",123.6,3,"sí","no","residencial",7,242.9,27.18
"departamento","costa",93,4,"sí","no","residencial",10,243.6,30.43
"casa","costa",125.2,3,"sí","no","residencial",9,278.9,36.86
"casa","sierra",111.1,3,"no","no","residencial",3,126.8,16.34
"departamento","sierra",89.2,2,"no","sí","residencial",4,199.7,24.03
"departamento","costa",76.2,4,"sí","no","residencial",7,241.3,32.93
"departamento","sierra",67.8,5,"no","no","residencial",8,185.7,23.14
"casa","costa",119.8,3,"sí","no","residencial",8,212.3,24.41
"departamento","sierra",83.6,3,"sí","sí","industrial",8,379.7,65.52
"casa","sierra",120.5,2,"no","sí","residencial",7,199.7,27.05
"departamento","costa",103.6,4,"no","no","residencial",9,161.3,22.45
"departamento","sierra",98.5,3,"no","no","comercial",9,174.7,26.99
"casa","sierra",136.8,2,"sí","sí","residencial",6,309.9,36.1
"casa","costa",106.7,3,"sí","no","residencial",5,243.3,31.45
"departamento","sierra",97.9,6,"no","sí","residencial",8,325.2,39
"condominio","sierra",101.1,5,"sí","no","comercial",7,234.8,32.43
"casa","costa",136.9,4,"sí","no","residencial",6,268,30.54
"casa","oriente",127.1,1,"sí","no","residencial",6,209.4,28.64
"casa","costa",111.1,5,"sí","no","residencial",8,308.7,34.65
"casa","oriente",123.9,4,"no","no","residencial",8,188.9,26.36
"departamento","sierra",69,3,"sí","no","residencial",8,203.7,27.75
"departamento","costa",73.6,4,"no","no","comercial",12,156.4,24.96
"departamento","costa",114,4,"sí","no","residencial",12,286.5,38.59
"casa","sierra",148.2,2,"no","no","residencial",9,208.5,24.93
"departamento","sierra",71.6,4,"no","no","residencial",10,163.5,20.45
"casa","costa",110.2,7,"sí","no","residencial",8,322.6,38.63
"casa","costa",144.2,6,"no","no","residencial",5,220.6,25.02
"departamento","costa",79.8,4,"sí","no","residencial",11,377.2,42.14
"casa","costa",126.7,5,"sí","no","comercial",7,358.1,52.6
"casa","oriente",118.7,3,"no","no","residencial",7,205.8,23.31
"departamento","costa",103.6,2,"sí","no","residencial",5,239.9,31.84
"casa","oriente",125.8,6,"sí","no","residencial",10,289.9,32.4
"casa","sierra",115.2,6,"no","sí","industrial",8,283.9,51.42
"casa","costa",137.3,6,"no","no","residencial",9,246.5,28.06
"casa","sierra",138.9,4,"no","no","residencial",8,217.1,28.67
"casa","costa",130,2,"no","no","residencial",4,124.5,15.33
"casa","sierra",150.3,7,"sí","no","residencial",8,300.3,36.33
"casa","costa",111.8,2,"sí","no","residencial",12,254.4,30.4
"casa","costa",116.1,4,"sí","no","comercial",8,249.6,33.35
"departamento","oriente",71.2,5,"no","no","industrial",7,277.8,48.33
"departamento","costa",98.2,4,"no","no","comercial",7,201.6,30.72
"departamento","sierra",79.3,3,"sí","no","residencial",8,234.5,26.61
"casa","sierra",115.2,2,"no","sí","residencial",8,197.4,27.56
"casa","costa",60.3,1,"sí","no","residencial",8,269,36.03
"condominio","costa",102.6,4,"no","no","comercial",5,153.1,21.93
"condominio","sierra",96.9,3,"no","no","residencial",9,175.7,19.67
"condominio","costa",155.2,3,"sí","no","residencial",7,203.9,28.04
"departamento","costa",57.5,4,"no","no","residencial",8,170.1,20.48
"casa","costa",136.4,5,"sí","no","residencial",8,320.8,39.8
"condominio","sierra",111.4,6,"no","sí","residencial",8,329.7,41.38
"condominio","costa",99.5,3,"no","no","residencial",8,165.2,25.68
"casa","oriente",128.2,5,"no","no","comercial",8,140.7,25.93
"casa","sierra",137.5,3,"no","sí","residencial",9,247.7,31.14
"casa","costa",115.9,7,"sí","no","residencial",9,337.7,40.88
"casa","costa",107.6,1,"sí","no","residencial",7,209.9,28.16
"casa","oriente",107.7,4,"no","no","residencial",8,157.6,21.11
"casa","costa",76.2,6,"no","no","residencial",10,198.3,28.55
"departamento","sierra",75.3,3,"sí","sí","residencial",8,403.2,49.56
"departamento","costa",79.7,4,"sí","no","residencial",9,331,42.32
"casa","costa",147.1,3,"sí","no","residencial",9,260.3,29.23
"departamento","oriente",90.6,4,"no","no","comercial",8,117.7,16.32
"casa","sierra",137.4,3,"no","no","residencial",2,109.7,16.05
"casa","sierra",97.2,7,"sí","no","residencial",10,315.9,37.33
"casa","costa",130.2,6,"sí","no","industrial",11,293.7,46.59
"casa","costa",103.7,3,"no","no","residencial",10,198.1,26.25
"casa","costa",125.5,4,"sí","no","comercial",9,274.1,39.99
"casa","sierra",153.5,6,"no","no","residencial",9,228.4,26.28
"casa","sierra",93.7,2,"no","sí","comercial",7,223.2,31.72
"departamento","costa",79.7,5,"sí","no","comercial",7,241.1,36.18
"casa","costa",118.5,6,"sí","no","residencial",6,309.8,38.89
"departamento","oriente",92.3,7,"no","no","residencial",7,214.9,24.93
"casa","costa",160.7,5,"sí","no","residencial",9,270.8,35.57
"casa","oriente",75.9,2,"no","no","residencial",7,118.9,15.31
"casa","sierra",143.3,4,"no","no","residencial",10,192.7,28.26
"departamento","oriente",65.8,3,"no","no","residencial",7,94,17.78
"departamento","costa",81.7,3,"no","no","residencial",8,125.2,18.68
"casa","costa",141.7,2,"no","no","comercial",6,136.7,20.41
"departamento","oriente",110.6,4,"no","no","residencial",5,148.7,20.39
"casa","sierra",149.4,5,"no","no","residencial",12,195.1,28.21
"casa","oriente",155.3,4,"no","no","industrial",7,203.9,37.93
"casa","oriente",78.4,6,"no","no","residencial",10,217.9,26.86
"casa","sierra",109,4,"no","sí","residencial",9,279.9,36.96
"casa","costa",113.7,3,"no","no","residencial",10,125.6,16.14
"condominio","sierra",111.5,5,"no","sí","comercial",8,301.2,44.53
"casa","costa",101.6,2,"sí","no","residencial",7,237,28.77
"casa","costa",110.9,4,"sí","no","residencial",7,259.7,30.96
"condominio","sierra",99.5,5,"no","sí","residencial",10,270.1,32.1
"casa","sierra",83.5,5,"no","no","residencial",7,208.8,23.33
"casa","sierra",127.7,4,"sí","sí","residencial",6,300.8,34.07
"condominio","costa",99,2,"no","no","residencial",6,70.1,13.26
"casa","sierra",139.8,5,"no","no","residencial",10,152.1,18.19
"condominio","sierra",79,4,"no","sí","comercial",8,295.4,44.71
"casa","costa",118.4,2,"sí","no","residencial",9,262.3,28.34
"casa","costa",142.6,2,"sí","no","residencial",7,274.2,36.46
"departamento","sierra",50,4,"no","sí","residencial",6,263.6,33.14
"casa","sierra",135,6,"no","sí","residencial",11,374.4,41.79
"departamento","costa",78.3,6,"sí","no","residencial",11,347.1,40.86
"casa","sierra",93.8,2,"sí","no","industrial",5,235.3,38.01
"casa","sierra",105.3,1,"no","no","residencial",7,128.3,17.78
"casa","sierra",102.1,6,"no","no","residencial",8,213.2,31.14
"casa","costa",124.5,3,"sí","no","residencial",13,331.2,36.62
"condominio","oriente",131.6,2,"no","no","residencial",5,188.8,27.74
"condominio","oriente",104.8,3,"no","no","residencial",2,181.4,20.98
"casa","costa",109.2,2,"no","no","industrial",7,145.5,25.51
"casa","sierra",113.8,5,"no","no","comercial",9,145.5,20.51
"departamento","sierra",89.3,4,"no","sí","industrial",9,218.6,38.42
"condominio","costa",101.7,3,"no","no","comercial",5,119.8,16.45
"departamento","costa",91.9,6,"no","no","industrial",8,202,35.65
"departamento","sierra",82.6,3,"no","no","residencial",8,140.2,16.04
"casa","costa",120.8,4,"no","no","residencial",6,132.1,19.85
"condominio","costa",76.9,3,"no","no","comercial",8,158.9,25.19
"departamento","sierra",56.7,4,"no","no","residencial",6,140.2,22.54
"casa","oriente",100.3,5,"no","no","residencial",8,182.7,22.47
"casa","costa",119,5,"no","no","comercial",9,272.4,36.46
"departamento","costa",78.2,3,"sí","no","residencial",6,211.9,27.44
"departamento","sierra",122.6,5,"no","no","residencial",10,171.4,22.98
"casa","sierra",143.9,4,"no","no","residencial",6,227.4,30.44
"departamento","costa",103.6,2,"no","no","industrial",10,144.8,25.83
"departamento","sierra",94.1,2,"no","no","residencial",12,152.1,24.28
"casa","costa",113.9,1,"sí","no","residencial",10,235.3,32.19
"casa","sierra",128,2,"no","no","residencial",10,103.3,13.54
"departamento","costa",78.3,6,"no","no","residencial",7,269.7,36.61
"casa","costa",101.6,3,"no","no","residencial",7,141.8,19.19
"casa","costa",126.5,3,"sí","no","industrial",3,240.7,40.24
"casa","sierra",103.4,1,"no","sí","residencial",8,200.5,27.34
"departamento","costa",127.4,4,"no","no","residencial",6,194.7,24.1
"casa","costa",114,5,"sí","no","residencial",8,294.3,33.82
"casa","sierra",119.5,7,"sí","no","comercial",10,373.9,52.43
"departamento","sierra",56.1,4,"no","no","residencial",10,277.5,34.81
"casa","sierra",94,3,"no","no","residencial",11,146.6,24.17
"casa","sierra",133.3,3,"no","no","residencial",9,171.3,25.89
"departamento","sierra",90.4,3,"sí","sí","residencial",8,330.3,40.76
"casa","sierra",145.9,3,"sí","no","residencial",6,251.9,32.64
"casa","costa",103.2,6,"sí","no","residencial",9,308.8,37.56
"departamento","costa",69.6,3,"sí","no","residencial",12,336.1,41.59
"casa","sierra",166.7,3,"no","no","residencial",6,211.2,24.14
"departamento","sierra",96.5,6,"no","no","residencial",9,236.4,26.06
"departamento","sierra",80.6,3,"sí","no","residencial",7,270.9,29.11
"casa","costa",111.2,4,"sí","no","residencial",5,241.6,34.08
"casa","costa",109.9,4,"sí","no","comercial",13,322,41.2
"departamento","sierra",65.3,4,"no","no","residencial",5,157.9,17.86
"casa","sierra",136.9,5,"sí","sí","residencial",11,364.8,38.67
"casa","costa",116.3,7,"sí","no","residencial",10,304.1,37
"casa","costa",115.4,4,"no","no","residencial",7,196.5,26.86
"departamento","costa",57.7,1,"no","no","residencial",6,116.5,16.38
"casa","costa",156.8,4,"no","no","residencial",7,140.9,20.09
"departamento","costa",88.2,5,"no","no","residencial",10,186,24.62
"departamento","costa",66.1,4,"no","no","comercial",8,220.5,32.34
"casa","costa",117,3,"sí","no","residencial",5,191,21.27
"casa","costa",103.6,3,"no","no","residencial",7,180.7,26.35
"casa","costa",111.6,4,"no","no","residencial",8,215.3,30.03
"casa","oriente",103.6,4,"sí","no","comercial",9,319.8,43.89
"departamento","sierra",97.3,3,"sí","sí","residencial",9,369.1,40.73
"casa","sierra",136,2,"no","sí","residencial",10,192.1,28.5
"casa","costa",137.8,5,"sí","no","residencial",8,290.1,38.96
"casa","sierra",115,2,"no","sí","industrial",5,171.7,29.84
"casa","sierra",108.8,7,"no","no","residencial",10,216.1,28.73
"departamento","costa",50,4,"no","no","residencial",7,179.8,24.09
"casa","costa",133.6,2,"no","no","residencial",11,175.7,27.23
"casa","sierra",101.4,3,"no","no","comercial",3,175.4,26.68
"departamento","sierra",114.4,2,"sí","no","industrial",6,242.9,43.29
"departamento","sierra",75.3,6,"sí","sí","comercial",7,383.3,48.53
"condominio","costa",102.5,4,"sí","no","residencial",9,280.4,30.56
"departamento","sierra",99.1,5,"no","no","residencial",5,178.7,27.1
"casa","costa",106.7,4,"sí","no","residencial",8,249.1,33.49
"departamento","costa",88.9,2,"sí","no","residencial",7,178.8,20.25
"casa","sierra",143.6,4,"no","no","comercial",6,123.6,19.33
"casa","sierra",124.4,4,"sí","no","residencial",7,301.1,39.97
"departamento","sierra",116.5,6,"no","sí","residencial",11,361.6,45.22
"condominio","costa",91.8,2,"sí","no","residencial",6,221,26.67
"casa","costa",136.9,3,"no","no","residencial",7,146.4,16.84
"casa","oriente",134.5,7,"no","no","residencial",10,228,28.59
"casa","costa",124.5,3,"sí","no","industrial",5,271.4,44.18
"casa","costa",146,6,"sí","no","residencial",10,290.9,35.8
"casa","costa",117.2,2,"no","no","residencial",6,115.9,19.62
"casa","sierra",116.7,3,"no","sí","residencial",12,254.9,29.68
"casa","sierra",122.6,6,"no","no","residencial",8,230.8,25.24
"casa","sierra",133.7,6,"no","no","residencial",12,269.5,36.47
"casa","costa",102.2,1,"no","no","comercial",8,134.6,20.4
"casa","costa",95,6,"sí","no","residencial",9,329.6,37.97
"casa","sierra",100,4,"no","no","comercial",6,132.9,25.92
"casa","sierra",109.8,7,"no","no","residencial",13,227,30.47
"casa","costa",137.3,6,"sí","no","comercial",7,261.6,34.2
"departamento","sierra",87.8,5,"sí","no","comercial",11,275.4,37.83
"casa","costa",121.5,3,"sí","no","residencial",8,221,28.38
"departamento","sierra",96.2,4,"no","no","residencial",5,195.1,22.1
"casa","oriente",141.6,3,"sí","no","residencial",7,246,28.6
"casa","sierra",88.6,5,"sí","no","residencial",14,336,36.01
"casa","sierra",117.6,3,"no","no","industrial",12,197.9,36.17
"departamento","sierra",75.8,4,"no","no","residencial",10,151.2,17.37
"casa","costa",145.9,3,"no","no","residencial",7,167.9,21.1
"condominio","sierra",92.1,6,"no","sí","comercial",8,325.3,47.84
"casa","costa",122.8,2,"no","no","comercial",5,128.8,22.73
"casa","sierra",142.8,7,"no","no","residencial",9,227.5,27.51
"departamento","sierra",108.7,6,"no","no","residencial",10,218.8,29.76
"casa","costa",135.6,2,"sí","no","residencial",7,233.6,30.05
"departamento","oriente",79,7,"no","no","residencial",6,208.3,23.31
"departamento","sierra",86.9,4,"no","sí","comercial",12,290.5,39.82
"casa","costa",78.1,3,"sí","no","residencial",7,266.9,34.48
"casa","sierra",92.4,6,"no","no","comercial",11,204.3,30.61
"condominio","costa",66.8,5,"sí","no","residencial",9,286.7,31.1
"departamento","sierra",101.1,6,"no","sí","residencial",8,376.3,46.81
"departamento","costa",95.9,4,"sí","no","residencial",7,219.1,25.71
"condominio","costa",122.1,7,"no","no","residencial",13,278.6,36.22
"casa","costa",134.8,3,"sí","no","residencial",8,298.3,39.02
"departamento","sierra",76.1,3,"no","no","residencial",10,126,21.88
"casa","costa",130.1,2,"no","no","comercial",9,143.1,23.36
"departamento","costa",93,3,"sí","no","comercial",5,211.9,33.34
"departamento","costa",105.2,2,"sí","no","comercial",6,209.7,35.02
"departamento","sierra",64.6,7,"no","sí","residencial",9,318.8,40.42
"casa","costa",127,3,"sí","no","residencial",5,268.5,34.98
"departamento","costa",53.9,5,"sí","no","residencial",7,279.2,30.83
"casa","costa",83.1,7,"no","no","residencial",13,250.1,34.66
"departamento","oriente",50,4,"no","no","residencial",9,182.1,21.66
"departamento","costa",50,6,"sí","no","residencial",10,332.1,35.53
"condominio","sierra",82.5,5,"no","no","comercial",11,143.8,20.72
"casa","costa",94.6,7,"no","no","residencial",12,307.3,35.23
"casa","costa",156.4,5,"no","no","comercial",8,185.6,25.09
"casa","sierra",135.4,4,"no","sí","residencial",7,243.2,27.94
"casa","sierra",115.1,5,"no","no","residencial",5,238.3,28.01
"casa","costa",112,3,"sí","no","residencial",4,225.6,31.93
"departamento","costa",109.4,5,"no","no","comercial",11,222.7,32.58
"departamento","costa",85.2,5,"no","no","industrial",9,191.9,33.13
"casa","sierra",104.5,5,"sí","no","residencial",9,296.5,34.74
"departamento","costa",77.5,4,"no","no","comercial",6,145.6,22.7
"casa","sierra",120.9,5,"sí","sí","residencial",7,389.3,47.83
"casa","sierra",117.8,4,"sí","no","residencial",8,325.4,37.3
"departamento","sierra",124.5,3,"no","no","comercial",7,175.8,28.57
